,type,abstract,detail,aspect,post_nega,brand
10,assess,Sustainable Apparel Coalition member,"This company is a member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Lululemon Athletica
11,assess,Sustainability claims,"This company has a number of sustainability claims on its website in the areas of environmental footprint (reducing carbon emissions and waste) and responsible supply chain (environmental impacts, working conditions, raw material sources, code of ethics).
[Source 2016][More on Sustainability Reporting]",Business Ethics, minor praise,Lululemon Athletica
12,assess,SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2014][More on Workers Rights]",Social, information,Lululemon Athletica
13,assess,Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. Only five companies scored over 50 points, 19 companies scored under 25 points, and two companies scored zero. This company received a score of 41.5.
[Source 2014][More on Human Rights]",Social, information,Lululemon Athletica
14,assess,Yoga pants recalls,"In 2013 Lululemon had to pull its popular black yoga pants off shelves because the fabric used to make them was too see-through. The pants are one of the companies biggest selling garments, and the resulting stock price drop has led to three class action legal proceedings from disgruntled investors.
[Source 2013][More on Product Safety]",Social, information,Lululemon Athletica
15,assess,Project JUST profile,"Project JUST examines the manufacturing practices and ethics of fashion brands. Follow the link to see this company's profile.
[Source 2016]",Information,,Lululemon Athletica
0,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one green mark, and no red marks, indicating good performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser praise ,New Balance
1,assess,FLA Accredited,"When joining the Fair Labor Association (FLA) this company committed to promoting and complying with international labor standards throughout their supply chain. The FLA does not accredit the company itself; rather, they accredit the company's labor compliance program. Being granted accreditation implies that their workplace standards program is substantially in compliance with the FLA Code.
[Source 2016][More on Workers Rights]",Social, lesser praise ,New Balance
2,assess,Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2013][More on Human Rights]",Social, lesser praise ,New Balance
3,assess,B- grade at Behind the Barcode,"B- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Social, lesser praise ,New Balance
4,assess,Supply chain practices in China,"This company received a score of 15.5/100 (retrieved 13-Oct-2016) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2016][More on Habitats]",Environment, lesser criticism,New Balance
5,assess,Workers rights in China,"This 2006 report from China Labour Watch and the Institute for Global Labour & Human Rights reveals workers at a Chinese factory which produces for New Balance are paid very low wages and not allowing to organise unions. Other criticisms include mandatory overtime, use of temporary contracts, and New Balance bending its Code of Conduct. [listed under information due to age of report]
[Source 2006][More on Workers Rights]",Social, minor criticism,New Balance
6,assess,Efforts to pay a living wage,"This company acknowledges the need for a living wage but are doing little so far to make it a reality, according to this 2014 report by the Clean Clothes Campaign which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Social, lesser criticism,New Balance
7,assess,'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2017][More on Sustainability Reporting]",Business Ethics, lesser criticism,New Balance
8,assess,Military - direct involvement,"Makes footwear and apparel for the US military
[Source 2010][More on Military]",Social, minor criticism,New Balance
9,assess,Zero discharge of hazardous chemicals ,"In 2011, a group of major apparel and footwear brands and retailers, including this company, made a shared commitment to help lead the industry towards zero discharge of hazardous chemicals by 2020. It includes specific commitments and timelines to realize this shared goal.
[Source 2017][More on Habitats]",Environment, minor praise,New Balance
10,assess,Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,New Balance
11,assess,Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,New Balance
12,assess,Textile Exchange member,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,New Balance
13,assess,GC3 member (Green Chemistry),"This company is a member of the Green Chemistry and Commerce Council (GC3), a business-to-business forum that advances the application of green chemistry and design for environment across supply chains.  It provides an open forum for cross-sectoral collaboration to share information and experiences about the challenges to and opportunities for safer chemicals and products.
[Source 2014][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,New Balance
14,assess,Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,New Balance
15,assess,Commitment to zero deforestation 3/5,"The Forest 500 identifies, ranks, and tracks the governments, companies and financial institutions worldwide that together could virtually eradicate tropical deforestation. Rankings are based on their public policies and commitments and potential impacts on tropical forests in the context of forest risk commodities (palm oil, soya, beef, leather, timber, and pulp and paper). This company received a score of 3/5.
[Source 2016][More on Forests]",Environment, information,New Balance
16,assess,SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. Follow the link to see this company's disclosure statement.
[Source 2017][More on Workers Rights]",Social, information,New Balance
17,assess,Political boycott,"Call to boycott by BDS due to involvement in Israel. [This assessment has not been used in calculation of ratings].
[Source 2014][More on Politics]",Business Ethics, information,New Balance
18,assess,Responsible Shopper profile,"Green America's Responsible Shopper provides details about the corporate responsibility records of well-known companies. Follow the link to see this company's profile. [Last updated 2009]
[Source 2009]",Information,,New Balance
19,assess,Use of nanotechnology,"This company uses nano-particles in some of its apparel.
[Source 2011][More on Product Safety]",Information,,New Balance
20,assess,OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",Information,,New Balance
21,assess,Play Fair company profile,"This 2008 report compares eight sportswear companies on their labour rights practices.
[Source 2008]",Information,,New Balance
0,assess,81.9% in Newsweek Green Rankings 2016,"This company received a score of 81.9/100 in the Newsweek Green Rankings 2016, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2016][More on Sustainability Reporting]",Business Ethics, Praise,Nike
1,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one green mark, and no red marks, indicating good performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser praise ,Nike
2,assess,FLA Accredited,"When joining the Fair Labor Association (FLA) this company committed to promoting and complying with international labor standards throughout their supply chain. The FLA does not accredit the company itself; rather, they accredit the company's labor compliance program. Being granted accreditation implies that their workplace standards program is substantially in compliance with the FLA Code.
[Source 2016][More on Workers Rights]",Social, lesser praise ,Nike
3,assess,100% on Corporate Equality Index,"This company is listed as having best practice on a report card on lesbian, gay, bisexual and transgender equality in corporate America.
[Source 2017][More on Workers Rights]",Social, lesser praise ,Nike
4,assess,Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2013][More on Human Rights]",Social, lesser praise ,Nike
5,assess,Human Rights Benchmark,"The 2017 Corporate Human Rights Benchmark assessed 98 of the largest publicly traded companies in the world from the Agricultural Products, Apparel and Extractives sectors on 100 human rights indicators. This company's score was in the 40-49 band range.  The overall average score was 28.7%.
[Source 2017][More on Human Rights]",Social, lesser praise ,Nike
6,assess,57/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 57%, signifying it is doing a bit more than the others when it comes to having policies and commitments in place and auditing and reporting activities, but could be doing more.
[Source 2016][More on Sustainability Reporting]",Business Ethics, lesser praise ,Nike
7,assess,Sustainability strategy,"Deloitte developed a Zero Impact Growth Monitor that was used in 2012 to assess and rank 65 different companies' attempts to become more sustainable. Six companies reached the ""Ecosystem"" level: Puma, Nike, Nestle, Natura, Unilever and Ricoh. These pioneering companies have not only set measurable and ambitious mid- to long-term targets (beyond 2020), but have also embedded their sub-policies in a holistic strategic vision of their attempt to minimize their negative environmental and societal impacts.
[Source 2012][More on Governance]",Business Ethics, lesser praise ,Nike
8,assess,Human rights violations,"This company appears on Global Exchange's list of Top Ten Corporate Criminals Alumni for exploiting workers in sweatshops, failing to provide safe work environments and contracting with cotton factories that use slave labor.
[Source 2017][More on Human Rights]",Social, Criticism,Nike
9,assess,Workers rights,"Playfair 2012, a coalition of trade unions and campaigning organisations, says this company is not doing enough to: ensure all workers are paid a living wage; allow workers to bargain collectively; eliminate short term contracts; and build long-term relationships with supplier factories.
[Source 2012][More on Workers Rights]",Social, Criticism,Nike
10,assess,Sweatshops in Bangladesh,"This 2012 report by War on Want presents a detailed picture of the conditions faced by workers in Bangladesh, mostly women, who produce the sportswear sold by leading brands Adidas, Nike and Puma. Abuses include paying workers below the legal minimum wage in Bangladesh, excessive hours, sexual harassment and beatings. On average workers were paid just 16p an hour, with two thirds of the workers working over 60 hours a week, in clear breach of Bangladeshi law.
[Source 2012][More on Workers Rights]",Social, Criticism,Nike
11,assess,Workers rights in China,"This 2014 report by the Workers Rights Consortium investigates workers' rights violations at Yue Yuen, the manufacturing arm of the largest producer of branded athletic shoes in the world, and supplier to many major footwear brands, including brands owned by this company. Violations include illegal underpayment, unpaid overtime, restricting freedom to organise, and failure to provide valid employment contracts. 
[Source 2014][More on Workers Rights]",Social, Criticism,Nike
12,assess,Efforts to pay a living wage,"This company acknowledges the need for a living wage but are doing little so far to make it a reality, according to this 2014 report by the Clean Clothes Campaign which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Social, lesser criticism,Nike
13,assess,Conflict minerals rating,"As You Sow's 2017 report, Mining the Disclosures, is a deep analysis of 206 companies' human rights performance in relation to sourcing conflict minerals from the Democratic Republic of the Congo (DRC). This company's score was above 40% (Minimal).
[Source 2017][More on Human Rights]",Social, lesser criticism,Nike
14,assess,Tax avoidance,"This company scores Ethical Consumer's worst rating for the likely use of tax avoidance strategies, and has at least two high risk subsidiaries in tax havens.
[Source 2016][More on Finance]",Business Ethics, lesser criticism,Nike
15,assess,'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2015][More on Sustainability Reporting]",Business Ethics, lesser criticism,Nike
16,assess,Detox greenwasher,"Greenpeace launched its ""Detox My Fashion"" campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies, including this one, committed to Greenpeace's Detox Program. The 2016 Detox Catwalk report focused on implementation, assessing the steps taken by fashion brands to fulfil their commitments using three criteria: Detox 2020 plan, PFC elimination and Transparency. This company ""originally made a Detox commitment but is currently heading in the wrong direction, failing to take individual responsibility for its supply chain's hazardous chemical pollution.""
[Source 2016][More on Habitats]",Environment, minor criticism,Nike
17,assess,Workers rights in Honduras,"Just Pay It! is a USAS campaign demanding that Nike pay workers in two Honduran factories, Hugger and Vision Tex, over $2.2 million in back-pay and legally mandated severance. [Listed under Information due to age of campaign]
[Source 2009][More on Workers Rights]",Social, minor criticism,Nike
18,assess,"Sweatshops in Indonesia, Sri Lanka and the Philippines","This 2011 report by the International Textile Garment and Leather Workers' Federation (ITGLWF) examined working conditions in 83 factories in Indonesia, Sri Lanka and the Philippines. Investigations found that widespread violations and abuses of workers' rights continue to be the norm, such as underpaying workers, long hours, forced overtime, and repression of the freedom of association. This company's brands were found to be made in one or more of the 83 factories covered in the research. [Listed under Information due to age of report]
[Source 2011][More on Workers rights]",Social, minor criticism,Nike
19,assess,Child labour,"New research (2010) into soccer ball stitching for sports giants Adidas, Umbro, and Nike has found alarming reports of illegally low pay, child labour, and temporary contracts leaving workers vulnerable. [Listed under Information due to age of report]
[Source 2010][More on Workers Rights]",Social, minor criticism,Nike
20,assess,Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. Only five companies scored over 50 points, 19 companies scored under 25 points, and two companies scored zero. This company received a score of 29.5.
[Source 2014][More on Human Rights]",Social, minor criticism,Nike
21,assess,Excessive CEO pay,"As You Sow's 2017 report, 'The 100 Most Overpaid CEOs', reveals the 100 most overpaid CEOs from USA's 500 largest public companies (as determined by the S&P 500 list). This company's CEO, Mark G. Parker came in at number 95 on the list, having been paid US$16,819,730 in 2015. According to the report, ""Most CEOs have come to be grossly overpaid, and that overpayment is harmful to the companies, the shareholders, the customers, the other employees, the economy, and society as a whole.""
[Source 2017][More on Finance]",Business Ethics, minor criticism,Nike
22,assess,bluesign member,"The bluesign® Standard sets ""best practices"" for the use of chemicals and resources  including water and energy  in the textile industry. Textile manufacturers who are bluesign system partners agree to establish management systems to improve environmental performance in five key areas of the production process: resource productivity, consumer safety, water emissions, air emissions, and occupational health and safety. They regularly report their progress, are subject to on-site audits, and must meet improvement goals to maintain their status.
[Source 2016][More on Habitats]",Environment, minor praise,Nike
23,assess,Zero discharge of hazardous chemicals ,"In 2011, a group of major apparel and footwear brands and retailers, including this company, made a shared commitment to help lead the industry towards zero discharge of hazardous chemicals by 2020. It includes specific commitments and timelines to realize this shared goal.
[Source 2017][More on Habitats]",Environment, minor praise,Nike
24,assess,Trust Mark approved brands,"This company owns brands which have been awarded Positive Luxury's Trust Mark. To be accredited brands are assessed in the following areas: philanthropy, environmental, social, innovation, community and governance.
[Source 2015][More on Eco-Certification]",Environment, minor praise,Nike
25,assess,Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: commit to 100% renewable power; adopt a science-based emissions reduction target.
[Source 2017][More on Climate Change]",Environment, minor praise,Nike
26,assess,Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]",Animals, minor praise,Nike
27,assess,Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Nike
28,assess,Contract Factory Disclosure List,"This list was given to the International Textile, Garment and Leather Workers Federation during their campaign to force multinational buyers to disclose their suppliers to the public. Since 2005 a steady stream of brands have been releasing details of their supplier factories.
[Source 2008][More on Governance]",Business Ethics, minor praise,Nike
29,assess,Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary program which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Nike
30,assess,Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Nike
31,assess,Textile Exchange member,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Nike
32,assess,GC3 member (Green Chemistry),"This company is a member of the Green Chemistry and Commerce Council (GC3), a business-to-business forum that advances the application of green chemistry and design for environment across supply chains.  It provides an open forum for cross-sectoral collaboration to share information and experiences about the challenges to and opportunities for safer chemicals and products.
[Source 2014][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Nike
33,assess,Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Nike
34,assess,UN Global Compact participant,"The United Nations Global Compact asks companies to embrace, support and enact, within their sphere of influence, a set of 10 values in the areas of human rights, labour standards, the environment, and anti-corruption. However it's non-binding nature has been widely criticised, and many signatory corporations continue to violate the Compact's values.
[Source x][More on Sustainability Reporting]",Business Ethics, minor praise,Nike
35,assess,Commitment to zero deforestation 3/5,"The Forest 500 identifies, ranks, and tracks the governments, companies and financial institutions worldwide that together could virtually eradicate tropical deforestation. Rankings are based on their public policies and commitments and potential impacts on tropical forests in the context of forest risk commodities (palm oil, soya, beef, leather, timber, and pulp and paper). This company received a score of 3/5.
[Source 2016][More on Forests]",Environment, information,Nike
36,assess,Supply chain practices in China,"This company received a score of 41.5/100 (retrieved 13-Oct-2016) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2016][More on Habitats]",Environment, information,Nike
37,assess,SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",Social, information,Nike
38,assess,Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 6.75/19.5, making it one of the better performing companies.
[Source 2016][More on Human Rights]",Social, information,Nike
39,assess,C+ grade at Behind the Barcode,"C+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Social, information,Nike
40,assess,49/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 49/100.
[Source 2016][More on Workers Rights]",Social, information,Nike
41,assess,46/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 46/100.
[Source 2016][More on Workers Rights]",Social, information,Nike
42,assess,Responsible Shopper profile,"Green America's Responsible Shopper provides details about the corporate responsibility records of well-known companies. Follow the link to see this company's profile. [Last updated 2009]
[Source 2009]",Information,,Nike
43,assess,Project JUST profile,"Project JUST examines the manufacturing practices and ethics of fashion brands. Follow the link to see this company's profile.
[Source 2016]",Information,,Nike
44,assess,OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",Information,,Nike
45,assess,Play Fair company profile,"This 2008 report compares eight sportswear companies on their labour rights practices.
[Source 2008]",Information,,Nike
0,assess,Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. This company was one of only five to score over 50 points. 19 companies scored under 25 points, and two companies scored zero.
[Source 2014][More on Human Rights]",Social, Praise,Patagonia
1,assess,A grade at Behind the Barcode,"A grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Social, Praise,Patagonia
2,assess,Certified B Corporation,"Certified B Corporations use the power of business to solve social and environmental problems. B Corps meet comprehensive and transparent social and environmental performance standards; meet higher legal accountability standards; and build business constituency for good business.
[Source 2013][More on Governance]",Business Ethics, Praise,Patagonia
3,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one green mark, and no red marks, indicating good performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser praise ,Patagonia
4,assess,FLA Accredited,"When joining the Fair Labor Association (FLA) this company committed to promoting and complying with international labor standards throughout their supply chain. The FLA does not accredit the company itself; rather, they accredit the company's labor compliance program. Being granted accreditation implies that their workplace standards program is substantially in compliance with the FLA Code.
[Source 2016][More on Workers Rights]",Social, lesser praise ,Patagonia
5,assess,Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",Social, lesser praise ,Patagonia
6,assess,bluesign member,"The bluesign® Standard sets ""best practices"" for the use of chemicals and resources  including water and energy  in the textile industry. Textile manufacturers who are bluesign system partners agree to establish management systems to improve environmental performance in five key areas of the production process: resource productivity, consumer safety, water emissions, air emissions, and occupational health and safety. They regularly report their progress, are subject to on-site audits, and must meet improvement goals to maintain their status.
[Source 2016][More on Habitats]",Environment, minor praise,Patagonia
7,assess,Fashion Loved by Forest member,"This company is a member of the Fashion Loved by Forest campaign, which came about when research found that millions of trees are used every year to produce dissolving pulp, a key ingredient for fabrics such as rayon/viscose. The campaign seeks to phase out the use of endangered forest fibre in fabric.
[Source 2015][More on Forests]",Environment, minor praise,Patagonia
8,assess,Wool from sustainably raised sheep,"Starting in late 2013, every single merino baselayer style by Patagonia Inc., including all merino socks, will be made with wool sustainably sourced from the grasslands of Patagonia in Argentina. The scheme will contribute to the regeneration of the Patagonian grasslands, reversing the current trend toward desertification.
[Source 2013][More on Habitats]",Environment, minor praise,Patagonia
9,assess,EOCA member,"This company is a member of the European Outdoor Conservation Association, a non-profit charitable organisation which supports conservation work by raising funds from within the European Outdoor sector and promoting care and respect for wild places.
[Source 2017][More on Multi-Stakeholder Initiatives]",Environment, minor praise,Patagonia
10,assess,'Nice' rating on Direct Mail Industry Scorecard,"'Nice' rating on the 2009 Naughty/Nice List, the Scorecard on the Catalog and Direct Mail Industry by Forest Ethics. [Listed under information due to age of report]
[Source 2009][More on Forests]",Environment, minor praise,Patagonia
11,assess,Repair manuals online,"Some companies intentionally make their repair manuals unavailable, sabotaging local repair shops and forcing consumers to buy new products. This company makes its repair manuals available online.
[Source 2017][More on Product Safety]",Social, minor praise,Patagonia
12,assess,Fairtrade products,"Patagonia are working with Fair Trade USA to offer Fair Trade Certified apparel in 2014.
[Source 2013][More on Workers Rights]",Social, minor praise,Patagonia
13,assess,Cruelty free down commitment,"This company has committed to stop using down from geese and ducks who have been subjected to force feeding and live plucking. The outdoor industry uses hundreds of tons of down that come from millions of geese and ducks. Much of this comes from Hungary and China, where force feeding and live plucking of geese and ducks is permitted.
[Source 2016][More on Animal Rights]",Animals, minor praise,Patagonia
14,assess,Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]",Animals, minor praise,Patagonia
15,assess,Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Patagonia
16,assess,Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Patagonia
17,assess,Textile Exchange member,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Patagonia
18,assess,The Footprint Chronicles,"The Footprint Chronicles application on their website allows consumers to track the impact of specific Patagonia products from design to delivery.
[Source 2010][More on Sustainability Reporting]",Business Ethics, minor praise,Patagonia
19,assess,SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",Social, information,Patagonia
20,assess,'C' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'C'.
[Source 2015][More on Sustainability Reporting]",Business Ethics, information,Patagonia
