abstract,detail,company_name,aspect,post_nega,company_id
Efforts to pay a living wage,"This company acknowledges the need for a living wage but are doing little so far to make it a reality, according to this 2014 report by the Clean Clothes Campaign which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Gap,Social, lesser criticism,69
'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'C'.
[Source 2017][More on Sustainability Reporting]",Gap,Business Ethics, lesser criticism,69
No Detox commitment,"Greenpeace launched their Detox Campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies have joined Greenpeace's Detox Program, which requires companies to adopt a credible, individual and public commitment to phase out the use and release of all toxic chemicals from their global supply chain and products, by 1 January 2020. This company is yet to make a commitment despite pressure from Greenpeace.
[Source 2016][More on Habitats]",Gap,Environment, minor criticism,69
Water pollution in Indonesia,"According to Greenpeace's 2013 report ""Toxic Threads: a story of big brands and water pollution in Indonesia"", this company had a business relationship in the recent past with PT Gistex Group, the company responsible for discharging a wide range of hazardous substances directly into the Citarum River in Indonesia.
[Source 2013][More on Habitats]",Gap,Environment, minor criticism,69
Sweatshops in El Salvadore,"This 2011 investigative report into the Ocean Sky Apparel Factory in El Salvador reveals how workers are: paid well below living wage, illegally forced to work overtime, given unsafe drinking water, fired for attempting to unionise, and cursed at and humiliated. Their customers include Reebok, Puma, Columbia and GAP. (Listed under information due to age of report)
[Source 2011][More on Workers Rights]",Gap,Social, minor criticism,69
"Sweatshops in Indonesia, Sri Lanka and the Philippines","This 2011 report by the International Textile Garment and Leather Workers' Federation (ITGLWF) examined working conditions in 83 factories in Indonesia, Sri Lanka and the Philippines. Investigations found that widespread violations and abuses of workers' rights continue to be the norm, such as underpaying workers, long hours, forced overtime, and repression of the freedom of association. This company's brands were found to be made in one or more of the 83 factories covered in the research. [Listed under Information due to age of report]
[Source 2011][More on Workers rights]",Gap,Social, minor criticism,69
Zero discharge of hazardous chemicals ,"In 2011, a group of major apparel and footwear brands and retailers, including this company, made a shared commitment to help lead the industry towards zero discharge of hazardous chemicals by 2020. It includes specific commitments and timelines to realize this shared goal.
[Source 2017][More on Habitats]",Gap,Environment, minor praise,69
Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: adopt a science-based emissions reduction target.
[Source 2017][More on Climate Change]",Gap,Environment, minor praise,69
Supply Chain Compliance,"This 2010 report by As You Sow, ""Toward a Safe, Just Workplace: Apparel Supply Chain Compliance Programs"", provides a scorecard and report focus on company programs such as: factory auditing, remediation, continuous improvement, collaboration, company management accountability, and transparency. This company received a B rating. [Listed under Information due to age of report]
[Source 2010][More on Workers Rights]",Gap,Social, minor praise,69
SAI member,"Social Accountability International (SAI) is a non-profit, multi-stakeholder organisation established to advance the human rights of workers by promoting decent work conditions, labor rights, and corporate social responsibility through the voluntary SA8000 Standard.
[Source 2014][More on Multi-Stakeholder Initiatives]",Gap,Social, minor praise,69
Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]",Gap,Animals, minor praise,69
Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",Gap,Animals, minor praise,69
Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Gap,Business Ethics, minor praise,69
Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary initiative which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2017][More on Multi-Stakeholder Initiatives]",Gap,Business Ethics, minor praise,69
Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",Gap,Business Ethics, minor praise,69
Textile Exchange member,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]",Gap,Business Ethics, minor praise,69
Alliance for Bangladesh Worker Safety member,"This company is a member of the Alliance for Bangladesh Worker Safety, a legally binding, five-year commitment to improve safety in Bangladeshi ready-made garment factories. The Alliance aims to improve worker safety in the Bangladesh garment industry by upgrading factories, educating workers and management, empowering workers, and building institutions that can enforce and maintain safe working conditions throughout Bangladesh. However it lacks an important enforcement mechanism included in the Accord on Fire and Building Safety in Bangladesh, and unlike the Accord, the Alliance has not received the endorsement of the ILO.
[Source 2016][More on Multi-Stakeholder Initiatives]",Gap,Business Ethics, minor praise,69
Social responsibility claims,"Gap has an extensive Social Responsibility section on its website, including a Code of Business Conduct and a Code of Vendor Conduct.
[Source 2013][More on Sustainability Reporting]",Gap,Business Ethics, minor praise,69
UN Global Compact participant,"The United Nations Global Compact asks companies to embrace, support and enact, within their sphere of influence, a set of 10 values in the areas of human rights, labour standards, the environment, and anti-corruption. However it's non-binding nature has been widely criticised, and many signatory corporations continue to violate the Compact's values.
[Source x][More on Sustainability Reporting]",Gap,Business Ethics, minor praise,69
ICP Committed Brands Program member,"The ICTI CARE Process is the toy industry's ethical manufacturing program aimed at ensuring safe and humane workplace environments for toy factory workers worldwide. This company is a member of the 'ICP Committed Brands Program' which means they only contract from factories that have an ICP Seal of Compliance. However human rights groups including SOMO and China Labor Watch have criticised ICTI Care, with investigators finding serious labour rights violations occurring in ICTI-certified factories.
[Source 2018][More on Workers Rights]",Gap,Social, information,69
SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",Gap,Social, information,69
Responsible Shopper profile,"Green America's Responsible Shopper provides details about the corporate responsibility records of well-known companies. Follow the link to see this company's profile. [Last updated 2009]
[Source 2009]",Gap,Information,,69
Project JUST profile,"Project JUST examines the manufacturing practices and ethics of fashion brands. Follow the link to see this company's profile.
[Source 2016]",Gap,Information,,69
Use of nanotechnology,"Stain resistant and wrinkle resistant fabric by Nanotex used in some clothing lines.
[Source]",Gap,Information,,69
Facing Finance profile,"This company is listed on the Facing Finance website as a company that manufactures weapons or profits from violations of human rights, pollution, corruption, or international law. Follow link for further details.
[Source 2015]",Gap,Information,,69
OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",Gap,Information,,69
Australian Packaging Covenant signatory,"Signatory to the Australian Packaging Covenant, a voluntary agreement to encourage waste minimisation.
[Source 2017][More on Packaging]",Gazal,Environment, lesser praise ,70
D- grade at Behind the Barcode,"D- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Gazal,Social, lesser criticism,70
No Human rights policy,"GAZAL is mentioned in the 'Workplace human rights Reporting: A study of Australian garment and retail companies' paper as having no policies or inadequate policies regarding human rights areas such as 'forced or compulsory labour', 'freedom of association', and 'child labor'. Information gathered was from annual reports, CSR reports, and the corporate website, for the 2009/2010 year. 
[Source 2012][More on Human Rights]",Gazal,Social, minor criticism,70
Policies on Fair wage and decent living,"Gazal is mentioned in the 'Workplace human rights Reporting: a study of Australian garment and retail companies' paper as having policies on 'Fair wage and decent living' - stating that they were paying their employees in accordance with local and national wage awards and statutes. Information gathered was from annual reports, CSR reports, and the corporate website, for the 2009/2010 year. Policy in there areas are particularly important in the clothing and electronics industries (though policy does not imply compliance).
[Source 2012][More on Human Rights]",Gazal,Social, minor praise,70
Corporate governance policies,"This company has a number of publicly available corporate governance documents on its website including a human rights policy.
[Source 2012][More on Sustainability Reporting]",Gazal,Business Ethics, minor praise,70
Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2014][More on Animal Rights]",General Pants,Animals, minor praise,71
C grade at Behind the Barcode,"C grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",General Pants,Social, information,71
Fur free,"This designer label is listed on the Humane Society International Australia website as being committed to a fur free fashion industry.
[Source 2017][More on Animal Rights]",Ginger & Smart,Animals, minor praise,72
Previous ethical clothing australia accreditation,"This company was previously accredited and licensed to display the 'Ethical Clothing Australia' Trade Mark on their Australian-made garments, which ensures Australian workers receive fair wages and decent conditions. Their accreditation ceased in Aug 2017.
[Source 2017][More on Workers Rights]",Ginger & Smart,Social, information,72
Supply chain practices in China,"This company received a score of 3/100 (retrieved 14-Feb-2018) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2018][More on Habitats]",Giordano,Environment, Criticism,73
Workers Rights,"To lower its manufacturing costs, Giordano has outsourced their manufacturing to factories in mainland China. As a result, the workers at these factories are exploited and are forced to work in environments that are in violation of the law. At the five Giordano suppliers SACOM surveyed, working hours were the most serious violation of workers' rights. During peak seasons, workers work 13 hours a day, 7 days a week. These factories violate, for instance, the Chinese law requiring employers to guarantee workers 1 day of rest each week. Likewise, most factories also illegally withhold overtime wages.
[Source 2011][More on Workers Rights]",Giordano,Social, Criticism,73
Supply chain practices in China,"This company received a score of 2.5/100 (retrieved 14-Feb-2018) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2018][More on Habitats]",Giorgio Armani,Environment, Criticism,74
'E' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received an 'E', the lowest possible score.
[Source 2017][More on Sustainability Reporting]",Giorgio Armani,Business Ethics, Criticism,74
Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",Giorgio Armani,Social, lesser criticism,74
Workers rights in China,"A 2014 report by China Labour Watch found poor working conditions in a Chinese factory that mainly manufactures cosmetic brushes for multinational beauty companies, including this one. Labor abuses include excessive overtime and poor worker safety measures. Also, the factory has not purchased social insurance for workers as required by law. Hundreds of workers went on strike in Jan 2014 after a female team leader was slapped by a male manager. 
[Source 2015][More on Workers Rights]",Giorgio Armani,Social, lesser criticism,74
No Detox commitment,"Greenpeace launched their Detox Campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies have joined Greenpeace's Detox Program, which requires companies to adopt a credible, individual and public commitment to phase out the use and release of all toxic chemicals from their global supply chain and products, by 1 January 2020. This company is yet to make a commitment despite pressure from Greenpeace.
[Source 2016][More on Habitats]",Giorgio Armani,Environment, minor criticism,74
Efforts to pay a living wage,"This company declined to respond to a survey by the Clean Clothes Campaign for their 2014 report, 'Tailored Wage', which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Giorgio Armani,Social, minor criticism,74
Sandblasting,"This company has publicly banned sandblasting. Sandblasting is a dangerous and deadly process which involves workers firing sand at jeans under high pressure. It has been known to kill workers within months as the inhalation of large amounts of silica dust generated during sandblasting causes silicosis, a potentially lethal pulmonary disease.
[Source 2012][More on Workers Rights]",Giorgio Armani,Social, minor praise,74
Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2016][More on Animal Rights]",Giorgio Armani,Animals, minor praise,74
B- grade at Behind the Barcode,"B- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Glassons,Social, lesser praise ,75
Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",Glassons,Social, lesser praise ,75
'E' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received an 'E', the lowest possible score.
[Source 2017][More on Sustainability Reporting]",Globe,Business Ethics, Criticism,77
Code of conduct,"This company has a publicly available 	Corporate Governance Statement and Code of Conduct on its website.
[Source 2012][More on Sustainability Reporting]",Globe,Business Ethics, minor praise,77
Worker exploitation in India,"This 2012 report by two Dutch NGOs (SOMO and ICN) reveals how workers in the South Indian garment and textile industry continue to suffer exploitative working conditions while making garments for Western brands. While some recent improvements have been made, thousands of girls work under recruitment and employment schemes that amount to bonded labour. This company was shown to be sourcing from one or more of the four garment manufacturers investigated, and failed to respond to a review request.
[Source 2012][More on Workers Rights]",Gymboree,Social, Criticism,80
Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. Only five companies scored over 50 points, 19 companies (including this company) scored under 25 points, and two companies scored zero.
[Source 2014][More on Human Rights]",Gymboree,Social, lesser criticism,80
Fined for meal break violations,"The Gynboree Corporation breached the meal break laws of Massachusetts resulting in the payment of $463,000 to current and former managers, penalties to the Commonwealth and allocation for updating company policies.
[Source 2012][More on Workers Rights]",Gymboree,Social, lesser criticism,80
Sweatshop Hall of Shame 2010,"Named in the International Labor Rights Forum's ""Sweatshop Hall of Shame 2010"", which highlights apparel and textile companies that use sweatshops in their global production. [Listed under Information due to age or report]
[Source 2010][More on Workers Rights]",Gymboree,Social, minor criticism,80
Code of conduct,"Gymboree Corporation has a Business and Ethics Code of Conduct located on the Investor and Media section of their website.
[Source 2012][More on Sustainability Reporting]",Gymboree,Business Ethics, minor praise,80
SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",Gymboree,Social, information,80
Workers rights in China,"This 2012 report by the Institute for Global Labour and Human Rights reveals how Bain Capital owned Sensata Technologies pays their young women workers in China just 99 cents to $1.35 an hour to work 12-hour shifts, seven days a week. These workers have no  freedom of religion, no freedom of speech, no political freedoms and no right to the International Labor Organization's internationally recognized labor rights standards.
[Source 2012][More on Workers Rights]",Gymboree,Social, Criticism,80
Collusion lawsuit,"In 2014 this company agreed to pay US$54 million to settle a class action lawsuit alleging that the Boston firm and several other major private equity firms colluded to keep rivals from outbidding them on giant buyout deals.
[Source 2014][More on Governance]",Gymboree,Business Ethics, lesser criticism,80
Community support,"This company claims on its website to support charities and not-for-profit organisations through its Bain Capital Community Partnership program. 
[Source 2016][More on Finance]",Gymboree,Business Ethics, minor praise,80
Corruption,"Mitt Romney, US presidential candidate in 2012, was head of this company when fraud was committed. When the fraud was reported to the US Department of Justice (2001), he 'retroactively retired'(1999) to conceal his involvement and avoid investigation. President George W. Bush's appointment of a lawyer from this company's secret law firm as a US Attorney guaranteed Romney would not be investigated despite public docket records, FEC and SEC filings showing that he profited from corruption, fraud and racketeering.
[Source 2012][More on Finance]",Gymboree,Business Ethics, information,80
OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",Gymboree,Information,,80
Ethical Trading Initiative member,"The Ethical Trading Initiative (ETI) is an alliance of companies, trade unions and voluntary organisations. They work in partnership to improve the lives of workers across the globe who make or grow consumer goods - everything from tea to T-shirts, from flowers to footballs. 
[Source 2016][More on Workers Rights]",H&M,Social, Praise,81
69/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 69/100.
[Source 2016][More on Workers Rights]",H&M,Social, Praise,81
Cruelty free company,"This company has either signed PETA's statement of assurance or provided a statement verifying that they do not conduct or commission any animal tests.
[Source 2018][More on Animal Testing]",H&M,Animals, Praise,81
76/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 76%, signifying that it is making significant efforts in the given areas, and has made some or most of this information publicly available.
[Source 2016][More on Sustainability Reporting]",H&M,Business Ethics, Praise,81
76.7% in Newsweek Green Ranking 2017,"This company received a score of 76.7/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]",H&M,Business Ethics, Praise,81
Supply chain practices in China,"This company received a score of 59/100 (retrieved 14-Feb-2018) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2018][More on Habitats]",H&M,Environment, lesser praise ,81
Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 9/19.5, making it one of the 2nd best performing companies.
[Source 2016][More on Human Rights]",H&M,Social, lesser praise ,81
Bangladesh Safety Accord signatory,"This company has signed the 'Accord on Fire and Building Safety in Bangladesh', a program endorsed by Bangladeshi and international unions and labor rights organizations. The ground-breaking program includes independent safety inspections with public reports, mandatory factory building renovations, the obligation by brands and retailers to underwrite the cost of repairs, and a vital role for workers and their unions  all in a legally-binding, enforceable agreement.
[Source 2014][More on Workers Rights]",H&M,Social, lesser praise ,81
FLA Accredited,"When joining the Fair Labor Association (FLA) this company committed to promoting and complying with international labor standards throughout their supply chain. The FLA does not accredit the company itself; rather, they accredit the company's labor compliance program. Being granted accreditation implies that their workplace standards program is substantially in compliance with the FLA Code.
[Source 2016][More on Workers Rights]",H&M,Social, lesser praise ,81
Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",H&M,Social, lesser praise ,81
B+ grade at Behind the Barcode,"B+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",H&M,Social, lesser praise ,81
Efforts to pay a living wage,"This company mentions work on living wages, but their solutions are unconvincing so far, according to this 2014 report by the Clean Clothes Campaign which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",H&M,Social, information,81
Human Rights Benchmark,"The 2017 Corporate Human Rights Benchmark assessed 98 of the largest publicly traded companies in the world from the Agricultural Products, Apparel and Extractives sectors on 100 human rights indicators. This company's score was in the 40-49 band range.  The overall average score was 28.7%.
[Source 2017][More on Human Rights]",H&M,Social, lesser praise ,81
Global 100,"The Global 100 Most Sustainable Corporations in the World list is an extensive data-driven corporate sustainability assessment. The ranked companies are leaders in the field of a sustainable business approach. The efficiency of a company's energy, water, CO2 and waste management is measured in relation to its total sales volume. The disclosure of that information is a pre-condition for the assessment. This company ranked #20 in the 2016 Global 100.
[Source 2016][More on Sustainability Reporting]",H&M,Business Ethics, lesser praise ,81
Workers rights in Cambodia & India,"This 2016 report from the Asia Floor Wage Alliance finds evidence of widespread exploitation in H&M supplier factories in Cambodia and India. 
[Source 2016][More on Workers Rights]",H&M,Social, Criticism,81
Workers rights in Bangladesh,"The average worker in the Bangladeshi garment industry is getting paid only one third of what is considered to be a living wage. Low wages and long working hours have been found to play a key role in parents' decisions to take their children out of school and let them work in various jobs.  This company was identified in SOMO's 2017 report 'Branded Childhood' as contributing to this situation.
[Source 2017][More on Workers Rights]",H&M,Social, Criticism,81
Workers rights in India,"This 2016 investigative report by the India Committee of the Netherlands (ICN) reveals how migrant garment workers in Bangalore, South India endure appalling living conditions, low wages and restricted freedom of movement. This company pledged to take serious action after being named in the report as sourcing from Bangalore.
[Source 2016][More on Workers rights]",H&M,Social, lesser criticism,81
Workers rights in Cambodia,"This company is one of the top 5 companies sourcing from Cambodia, where the minimum wage is just 21% of what Asia Floor Wage calculate to be a living wage for the country. Cambodia's garment workers endure excessive overtime, low wages, malnourishment (sometimes leading to mass fainting), violence and intimidation.
[Source 2014][More on Workers Rights]",H&M,Social, Criticism,81
Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",H&M,Social, lesser criticism,81
Factory safety in Bangladesh,"Three years after H&M became the first signatory to the Accord on Fire and Building Safety in Bangladesh, almost all of its factories remain behind schedule in carrying out the mandated renovations, with 70% of its strategic suppliers still lacking adequate fire exits.
[Source 2016][More on Workers Rights]",H&M,Social, lesser criticism,81
Water pollution in Indonesia,"According to Greenpeace's 2013 report ""Toxic Threads: a story of big brands and water pollution in Indonesia"", this company had a business relationship in the recent past with PT Gistex Group, the company responsible for discharging a wide range of hazardous substances directly into the Citarum River in Indonesia.
[Source 2013][More on Habitats]",H&M,Environment, minor criticism,81
Paper policy,"Following a campaign by the Rainforest Action Network in 2009, this company pledged to take concrete action to clean their supply chains of rainforest paper and sever relationships with companies (like Asia Pulp and Paper) who continue to destroy high conservation and endangered forests in Indonesia and elsewhere.
[Source 2010][More on Forests]",H&M,Environment, minor praise,81
Fashion Loved by Forest member,"This company is a member of the Fashion Loved by Forest campaign, which came about when research found that millions of trees are used every year to produce dissolving pulp, a key ingredient for fabrics such as rayon/viscose. The campaign seeks to phase out the use of endangered forest fibre in fabric.
[Source 2015][More on Forests]",H&M,Environment, minor praise,81
Detox progress,"Greenpeace launched its ""Detox My Fashion"" campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies, including this one, committed to Greenpeace's Detox Program. The 2016 Detox Catwalk report focused on implementation, assessing the steps taken by fashion brands to fulfil their commitments using three criteria: Detox 2020 plan, PFC elimination and Transparency. This company is ""ahead of the curve and on track to meet their commitments"".
[Source 2016][More on Habitats]",H&M,Environment, minor praise,81
Zero discharge of hazardous chemicals ,"In 2011, a group of major apparel and footwear brands and retailers, including this company, made a shared commitment to help lead the industry towards zero discharge of hazardous chemicals by 2020. It includes specific commitments and timelines to realize this shared goal.
[Source 2017][More on Habitats]",H&M,Environment, minor praise,81
Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: adopt a science-based emissions reduction target; put a price on carbon; commit to 100% renewable power; responsible corporate engagement in climate policy; report climate change information in mainstream reports as a fiduciary duty; remove commodity-driven deforestation from all supply chains by 2020.
[Source 2017][More on Climate Change]",H&M,Environment, minor praise,81
Sandblasting,"This company has publicly banned sandblasting. Sandblasting is a dangerous and deadly process which involves workers firing sand at jeans under high pressure. It has been known to kill workers within months as the inhalation of large amounts of silica dust generated during sandblasting causes silicosis, a potentially lethal pulmonary disease.
[Source 2012][More on Workers Rights]",H&M,Social, minor praise,81
Use of  RDS-certified down,"This company has committed to making products with RDS-certified down. The Responsible Down Standard (RDS) is an independent, voluntary global standard which ensures that down and feathers come from ducks and geese that have been treated well, with no live plucking or force feeding. However the RDS has been criticised by PETA, who claim live plucking still occurs at RDS farms. (http://bit.ly/2cYTtoJ)
[Source 2016][More on Animal Rights]",H&M,Animals, minor praise,81
Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]",H&M,Animals, minor praise,81
Exotic skins commitment,"In 2009 this company announced a permanent policy against selling any exotic skins, including those of snakes, alligators, crocodiles, lizards, ostriches, and other animals.

[Source 2009][More on Animal rights]",H&M,Animals, minor praise,81
Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",H&M,Animals, minor praise,81
Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",H&M,Business Ethics, minor praise,81
Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary initiative which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2016][More on Multi-Stakeholder Initiatives]",H&M,Business Ethics, minor praise,81
Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",H&M,Business Ethics, minor praise,81
Textile Exchange member,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]",H&M,Business Ethics, minor praise,81
ACT participant,"This company is a participant in the Action, Collaboration, Transformation (ACT) initiative, an initiative between international brands and retailers, manufacturers, and trade unions to address the issue of living wages in the textile and garment supply chain.
[Source 2016][More on Multi-Stakeholder Initiatives]",H&M,Business Ethics, minor praise,81
